Soil_Moisture(%),Nitrogen(ppm),Phosphorus(ppm),Potassium(ppm),Light_Density(Lux),Irrigation(Liters),Soil_pH,EC(dS/m),Temperature(°C),Humidity(%)
26,78,30,74,16971,4,6.93,2.12,34.5,51
19,71,34,63,12632,9,6.97,1.85,31.8,60
24,60,18,45,18343,9,6.93,1.0,35.4,53
53,66,33,70,7130,4,6.82,1.87,24.6,59
38,58,27,48,11388,3,6.88,1.19,28.8,57
40,56,22,55,9334,2,6.94,1.19,26.1,68
53,68,31,85,16290,3,6.68,2.16,34.2,48
48,46,38,80,9931,1,7.41,1.78,31.8,61
45,44,26,44,15447,0,6.7,0.82,32.5,52
33,78,29,71,13783,4,7.34,2.04,30.7,52
42,77,21,82,4920,1,6.7,2.08,23.5,61
53,79,39,55,12115,4,6.81,1.95,31.4,57
26,74,39,61,11267,3,6.69,1.97,29.3,56
20,46,38,66,14182,10,6.59,1.51,32.0,53
27,47,18,77,21912,3,6.17,1.36,36.5,52
53,54,37,52,12315,3,6.21,1.38,31.0,55
26,68,15,64,12577,7,6.77,1.45,31.2,58
18,42,33,48,11533,9,6.57,1.0,29.3,57
18,75,17,43,9402,7,6.92,1.22,28.7,50
26,79,33,62,7399,5,6.83,1.97,25.6,64
44,44,39,60,13717,2,6.8,1.38,31.0,59
48,76,25,44,15382,2,6.66,1.41,31.5,63
20,79,32,87,14583,11,6.49,2.42,31.6,55
36,52,22,59,12580,3,6.5,1.19,31.7,50
50,55,22,81,11912,0,6.63,1.66,29.3,53
23,52,30,41,7370,6,7.1,1.0,26.5,59
43,76,37,73,15304,4,6.53,2.2,32.8,62
41,59,26,60,8998,2,6.4,1.41,27.2,64
37,48,25,52,20815,3,6.87,1.03,35.6,45
30,66,30,71,11228,4,7.17,1.83,29.2,61
35,58,24,52,10070,3,6.78,1.2,28.9,58
46,48,32,43,15233,2,6.98,1.0,32.6,54
46,58,32,61,14084,0,6.66,1.53,33.0,64
33,71,21,59,12235,5,7.46,1.53,30.0,56
21,75,21,75,10209,11,7.01,1.91,29.8,56
47,57,30,71,6965,1,6.5,1.66,24.5,52
28,68,19,84,6111,7,7.36,1.91,26.9,61
18,73,32,57,4000,10,6.86,1.74,25.0,66
45,45,22,65,17091,3,6.62,1.17,34.2,51
25,66,35,89,11686,5,6.79,2.27,28.0,63
27,60,16,70,13376,7,6.78,1.43,30.2,56
23,75,27,84,16420,8,6.83,2.2,33.1,63
45,66,31,85,8583,2,6.62,2.12,29.1,56
32,51,32,61,17354,5,6.52,1.4,35.4,53
43,70,27,68,12881,3,6.74,1.8,30.6,59
22,46,29,61,18561,11,6.51,1.24,33.6,58
20,62,27,45,19141,6,7.02,1.2,36.5,55
30,51,39,55,15234,4,6.7,1.41,32.1,57
35,72,25,80,16807,2,6.16,2.02,33.6,53
46,56,27,82,11551,3,6.51,1.8,31.6,56
41,63,21,83,12273,4,7.21,1.83,31.5,63
35,49,24,84,16113,4,6.74,1.64,33.7,55
34,43,38,68,16953,4,6.91,1.49,33.6,61
49,50,19,71,12319,1,6.99,1.32,29.8,66
53,59,28,54,5522,4,6.73,1.34,27.2,71
23,72,18,74,12360,6,6.29,1.78,29.1,59
39,63,37,65,12855,3,7.01,1.8,32.9,60
33,60,33,89,8414,4,6.96,2.12,26.5,61
54,52,36,87,13728,1,6.41,1.99,29.1,69
27,76,18,57,10723,3,6.74,1.53,29.1,49
45,72,32,75,8707,3,6.93,2.06,27.5,60
25,41,25,75,10769,5,6.37,1.34,27.8,63
44,74,26,81,14003,0,6.6,2.1,30.6,58
54,55,18,62,12423,2,6.94,1.22,31.8,52
42,51,33,64,7814,3,5.99,1.47,26.9,74
44,73,16,41,16970,0,6.82,1.13,32.1,56
35,75,35,88,13582,2,6.69,2.42,30.8,56
20,79,38,52,11539,10,6.76,1.87,31.4,47
51,62,22,56,7167,2,6.67,1.32,27.5,71
30,79,34,43,12372,6,6.79,1.62,30.7,57
48,45,17,89,13316,4,7.11,1.53,32.2,50
31,52,22,49,10695,6,6.6,1.0,26.7,62
52,61,23,77,11252,2,7.23,1.72,30.9,60
46,59,33,86,12769,1,6.6,2.04,31.1,57
32,40,15,57,7324,5,6.59,0.79,25.7,65
47,68,31,55,19929,2,6.5,1.59,35.4,49
30,72,37,56,8351,7,6.31,1.8,27.2,64
29,71,36,56,16161,7,6.71,1.76,34.4,62
39,54,32,41,13253,0,6.93,1.07,29.4,58
23,62,27,50,14737,9,6.42,1.3,34.2,52
24,79,15,89,15525,11,6.96,2.14,34.9,47
47,47,22,69,16479,3,6.49,1.28,32.8,56
49,64,28,56,9598,0,6.78,1.47,27.5,65
18,56,23,57,14337,11,6.87,1.24,31.3,61
53,59,28,83,11417,0,6.46,1.89,29.4,62
44,71,30,67,13017,1,6.77,1.85,33.1,48
29,43,22,82,13329,6,6.36,1.45,30.9,60
23,73,26,54,14587,9,6.97,1.57,34.4,45
41,61,19,42,16425,2,7.22,0.98,33.1,56
21,71,24,73,8954,6,6.4,1.85,27.1,59
21,60,26,59,12650,8,6.66,1.41,29.0,67
21,55,36,52,13532,6,6.88,1.38,31.4,59
34,46,34,87,12054,7,6.33,1.83,29.9,60
39,74,20,51,12313,4,6.98,1.41,31.1,57
44,47,26,49,13549,3,7.01,0.98,30.3,52
26,59,32,63,4000,5,6.67,1.59,25.0,69
42,50,30,64,9057,2,6.97,1.4,27.6,63
53,75,22,82,12896,4,6.35,2.06,29.9,58
46,52,37,82,6554,2,6.75,1.91,26.1,60
21,78,18,84,15096,11,6.61,2.08,32.8,56
35,49,26,44,14508,1,6.92,0.92,33.1,58
32,65,23,49,9350,7,6.74,1.26,28.7,61
44,48,25,73,11914,3,6.7,1.43,29.9,58
52,49,19,48,13794,4,7.06,0.86,31.9,56
28,54,15,79,14627,6,6.9,1.47,32.2,52
53,75,34,85,15596,1,6.98,2.35,33.7,47
25,57,15,79,11787,4,6.99,1.53,28.0,54
45,41,35,44,15159,2,6.42,0.94,32.5,53
18,78,31,88,16702,7,6.56,2.4,33.4,56
45,68,39,40,7976,4,6.71,1.45,27.5,66
22,50,26,77,11791,7,6.68,1.57,30.3,53
30,70,17,82,12927,3,6.45,1.87,28.7,54
22,72,20,71,9348,10,6.9,1.76,27.0,59
35,55,18,80,13852,0,7.21,1.57,33.7,51
50,56,27,50,19026,4,6.55,1.19,36.6,56
19,48,23,89,6742,11,6.63,1.7,27.5,68
40,54,34,88,16507,3,6.97,2.0,33.5,55
20,65,16,89,15584,8,7.08,1.89,33.9,49
34,72,20,55,8039,3,7.08,1.45,26.3,63
47,65,32,46,14279,3,7.24,1.38,30.3,65
48,47,31,68,6904,3,6.98,1.43,26.6,65
26,61,38,70,4361,5,6.94,1.87,24.5,71
27,58,39,69,5581,6,6.45,1.81,27.1,63
26,64,19,47,7832,6,6.77,1.13,24.6,55
47,59,29,53,11023,1,6.58,1.34,30.4,58
37,43,28,80,14184,1,7.15,1.53,29.3,63
23,49,23,89,7461,10,6.44,1.72,25.0,63
49,46,15,88,12139,2,6.38,1.49,31.2,48
38,46,20,44,7082,3,6.61,0.75,23.5,64
43,42,15,40,18447,0,7.03,0.5,33.6,54
37,44,20,45,11115,1,6.59,0.73,27.5,65
52,43,29,86,10172,1,6.32,1.66,26.4,58
29,58,27,52,15331,4,6.73,1.26,33.2,60
53,62,28,44,8077,2,6.93,1.2,27.1,56
48,42,22,79,12892,2,6.43,1.38,31.0,53
20,44,30,86,8822,6,6.43,1.7,26.6,63
25,58,26,45,15759,5,6.69,1.11,31.9,53
37,70,29,83,18191,2,6.31,2.12,33.9,55
36,67,35,55,12317,4,7.02,1.64,31.5,58
23,43,19,89,9532,7,6.88,1.53,30.2,54
20,53,24,65,4000,7,7.15,1.36,23.4,71
48,55,32,73,14515,1,6.74,1.7,32.9,54
47,52,17,42,12887,3,6.65,0.77,31.9,58
26,53,37,47,17169,7,6.31,1.26,32.5,48
47,79,23,73,10554,3,7.02,1.99,29.6,52
21,44,20,45,11445,10,6.97,0.73,30.1,62
35,67,15,55,11798,0,6.54,1.26,30.2,63
36,63,17,63,8605,4,6.67,1.38,30.5,58
31,58,16,57,8808,5,7.2,1.15,27.4,62
19,50,18,69,12181,9,7.11,1.26,29.3,57
28,72,26,59,10081,6,6.53,1.64,27.6,62
46,49,15,46,12374,0,6.27,0.75,32.0,54
54,58,18,63,15676,3,7.26,1.3,32.7,58
45,55,36,46,15372,3,6.46,1.26,32.9,49
38,46,29,82,9783,4,6.55,1.64,30.4,54
42,52,24,72,17662,2,7.03,1.47,35.8,54
30,71,15,42,6758,4,7.02,1.09,27.3,61
37,53,18,83,10040,0,6.67,1.59,31.1,58
51,72,23,80,11450,3,6.56,1.99,29.5,65
25,63,26,76,12794,5,6.94,1.8,29.5,57
36,59,19,44,4000,0,6.59,0.98,26.0,72
22,61,21,83,9184,9,6.75,1.8,27.1,65
41,69,28,58,11786,0,6.79,1.6,30.0,54
48,51,24,64,13549,3,7.06,1.3,32.0,46
39,75,25,86,13012,1,6.7,2.2,31.7,56
53,64,26,81,6889,2,6.32,1.91,26.7,60
37,53,24,46,14276,4,6.33,1.0,31.8,40
32,45,28,41,4000,5,6.63,0.82,25.9,65
18,79,21,55,17873,10,6.89,1.6,33.7,49
18,44,30,82,9464,11,6.71,1.62,28.3,59
21,71,22,62,7257,8,7.19,1.6,27.5,63
47,49,34,85,9367,3,6.59,1.85,28.4,59
34,75,33,73,13894,7,6.96,2.1,32.1,56
24,79,29,41,7042,10,7.21,1.49,25.9,66
44,75,24,58,14396,2,7.02,1.64,32.8,46
40,62,34,67,10818,1,7.18,1.76,28.3,64
47,77,21,58,18939,1,6.38,1.62,34.6,49
18,40,30,78,10295,7,6.7,1.47,29.2,52
43,69,19,56,13132,0,6.68,1.4,30.1,51
35,75,35,52,13730,3,6.6,1.74,30.2,58
46,67,17,52,5414,2,7.19,1.24,26.5,62
36,72,30,41,7080,0,6.49,1.38,25.5,65
26,44,16,87,8157,3,6.38,1.45,28.5,67
26,53,29,47,18527,4,6.73,1.11,33.6,58
37,60,39,54,11089,0,6.62,1.57,31.1,60
27,65,19,85,10483,6,7.02,1.87,30.5,53
45,72,20,75,13931,4,6.69,1.83,31.3,55
40,44,23,65,11710,1,7.17,1.17,29.1,64
35,48,27,57,4738,0,6.67,1.17,24.0,61
26,75,29,56,8697,5,6.15,1.7,28.4,69
36,68,21,70,8491,2,6.81,1.68,27.7,67
43,71,17,72,11214,2,6.75,1.7,26.9,69
50,59,20,40,15079,1,6.66,0.92,33.2,57
22,77,26,56,14493,6,6.56,1.68,32.3,50
23,55,17,60,14413,9,6.9,1.17,30.7,53
21,52,34,88,11977,7,6.71,1.97,30.9,52
42,73,27,64,13014,1,7.21,1.78,31.3,48
30,40,25,51,9129,3,6.34,0.86,28.3,55
45,66,26,47,10071,4,6.88,1.3,28.0,64
24,76,39,57,5738,6,6.72,1.93,26.9,61
21,40,19,54,15233,11,6.95,0.8,32.0,57
22,58,19,68,12777,8,7.02,1.41,27.7,60
29,72,33,77,19542,4,6.37,2.12,36.8,52
34,71,22,76,6772,7,7.0,1.87,25.4,67
44,66,33,88,6675,2,6.87,2.21,27.8,59
41,67,20,58,14490,4,6.99,1.41,32.4,55
54,63,21,65,11176,2,6.25,1.49,28.5,59
29,54,31,52,10673,5,7.35,1.26,31.4,61
36,71,39,84,10507,2,6.9,2.35,29.0,55
33,75,17,57,17685,6,6.71,1.49,33.0,53
40,58,36,65,4570,2,6.69,1.68,24.2,69
51,45,15,56,9813,3,6.56,0.86,27.6,64
51,70,25,82,13580,3,6.49,2.02,31.4,58
28,70,23,80,13191,4,6.65,1.95,31.4,54
31,52,27,86,12693,6,6.54,1.8,30.7,55
42,65,25,83,15491,2,6.52,1.95,31.8,60
21,47,26,55,7782,9,7.05,1.09,27.1,65
54,52,34,66,15128,3,6.19,1.55,32.4,56
35,64,27,87,4933,0,6.81,2.04,24.6,59
28,68,34,89,4000,5,6.63,2.29,22.0,72
49,70,22,56,8280,3,6.55,1.47,27.6,67
27,72,15,57,9274,3,6.55,1.4,28.0,56
34,79,19,44,16844,5,6.49,1.36,32.6,51
31,52,29,68,12533,7,6.47,1.49,31.6,63
34,44,36,64,14057,7,7.06,1.4,33.2,49
23,71,36,81,11610,8,7.13,2.23,30.0,61
21,65,26,45,12932,6,6.33,1.24,29.3,58
18,64,29,62,8325,10,6.23,1.6,26.2,60
53,42,29,49,9823,0,7.01,0.94,29.1,55
46,68,37,79,6403,0,6.53,2.16,26.6,62
54,57,16,41,17839,2,6.99,0.82,30.9,58
48,61,15,48,17983,0,6.08,1.01,35.1,59
26,45,16,75,15251,4,6.7,1.24,33.8,54
43,77,29,58,12640,0,6.45,1.78,31.3,51
33,79,28,89,10794,5,6.85,2.39,29.2,57
48,45,38,86,15529,1,6.63,1.87,29.9,57
44,63,30,84,16959,1,6.34,2.02,34.5,60
39,78,24,42,11112,2,6.78,1.4,28.5,55
27,58,26,45,14921,3,6.6,1.11,31.9,52
40,71,20,46,9492,4,6.1,1.26,27.7,66
22,68,39,51,11757,6,6.48,1.66,30.7,56
54,50,16,72,4000,2,6.42,1.28,23.6,68
27,62,21,83,14286,4,6.42,1.81,30.6,61
30,43,18,82,13994,3,6.67,1.38,33.0,57
50,58,17,57,8257,2,6.46,1.17,27.0,51
54,42,37,84,10281,2,6.7,1.76,26.2,66
23,40,22,62,11358,7,6.71,1.01,30.4,60
52,54,26,42,10840,3,7.24,0.98,30.3,62
51,48,21,54,16981,2,6.64,1.0,34.2,55
37,43,23,76,12775,0,7.28,1.36,32.2,62
19,73,15,58,16855,9,6.32,1.43,31.3,54
41,71,35,82,11364,0,7.04,2.23,29.2,61
35,75,24,87,11197,2,6.72,2.2,29.6,59
27,64,28,56,14202,4,6.35,1.47,32.0,60
49,64,25,50,8020,4,6.63,1.3,27.1,64
29,65,34,73,4882,3,6.57,1.93,24.7,66
19,45,30,80,13033,9,6.54,1.6,30.0,58
22,76,30,44,8217,7,6.93,1.51,28.0,64
49,43,34,59,15264,0,6.72,1.24,33.1,59
44,60,20,67,11499,0,6.53,1.45,30.2,54
31,54,27,54,15200,5,6.49,1.22,31.1,59
28,55,16,77,12058,5,7.15,1.47,29.9,64
45,44,21,61,5082,4,6.42,1.05,25.3,65
49,54,28,88,12203,3,6.5,1.89,30.1,60
36,43,26,54,11256,1,6.85,1.0,29.0,69
30,79,19,65,12416,4,6.52,1.76,31.1,51
34,63,37,76,14919,7,6.89,2.0,31.9,54
46,75,23,62,11973,4,6.54,1.7,30.2,59
36,68,28,79,13183,0,6.49,1.99,31.1,61
42,68,20,74,18128,4,6.69,1.74,36.0,44
34,79,32,70,17263,4,6.36,2.1,31.9,51
31,64,32,85,14400,4,6.71,2.1,31.2,64
37,73,37,69,8242,4,6.83,2.06,27.4,60
54,76,39,86,13252,0,6.45,2.48,30.6,68
48,45,36,45,9296,1,6.53,1.05,27.6,58
23,74,33,56,4668,7,6.64,1.76,25.7,67
29,69,21,62,11643,4,6.14,1.55,30.4,51
43,40,32,60,11548,1,6.98,1.17,29.4,58
44,50,31,44,13670,0,6.5,1.03,32.4,55
32,64,30,49,16640,7,6.16,1.38,33.2,59
28,76,21,84,11779,7,6.63,2.1,31.5,47
43,64,34,49,10095,2,6.43,1.45,31.3,64
24,62,20,53,18014,7,6.84,1.22,35.7,57
41,67,24,61,12129,1,6.41,1.55,29.6,56
44,56,30,74,11472,4,6.5,1.7,31.1,56
40,44,28,68,11419,0,6.93,1.32,30.7,65
20,60,26,69,9878,7,6.86,1.6,29.3,59
35,70,23,51,16513,1,7.02,1.4,31.1,65
29,60,19,81,15081,7,6.45,1.7,30.1,55
21,54,33,89,19556,11,6.94,2.0,35.7,49
35,65,16,79,12553,1,6.68,1.7,31.5,59
38,69,37,86,13266,1,6.5,2.31,29.9,58
40,46,16,68,10738,4,7.2,1.13,29.9,60
32,53,22,85,4909,5,6.65,1.7,25.3,61
40,78,22,48,11649,1,6.53,1.47,28.6,60
42,50,16,44,13910,2,6.83,0.75,29.7,63
31,50,28,65,10918,6,6.61,1.38,31.8,47
20,77,16,56,17111,6,6.38,1.49,33.7,48
40,51,33,41,20014,2,7.13,1.03,35.4,50
32,66,22,84,16081,5,6.51,1.93,30.8,59
54,43,39,59,6437,4,6.91,1.34,25.9,65
23,61,38,60,13686,7,7.04,1.68,29.5,62
25,67,36,79,6129,3,6.58,2.12,25.7,65
28,76,29,50,13627,6,6.68,1.6,31.1,60
40,42,21,57,8080,4,6.86,0.94,26.1,60
34,48,25,55,10786,5,6.63,1.09,28.9,60
45,64,32,71,12724,3,6.73,1.83,31.0,63
40,62,15,70,13813,3,6.19,1.45,30.9,51
34,52,20,46,11089,6,6.77,0.9,30.5,61
22,41,33,64,7042,6,6.73,1.28,26.7,60
27,40,34,68,14290,4,6.66,1.36,29.7,68
35,58,20,73,9225,4,7.19,1.53,28.4,64
40,57,16,42,12990,1,6.84,0.84,30.4,61
45,49,29,40,14869,0,6.41,0.9,30.9,56
38,58,39,44,11383,2,6.97,1.34,30.6,52
29,40,33,76,10436,3,6.87,1.49,28.5,58
19,74,23,79,15454,7,6.36,2.0,32.2,55
41,58,38,88,15387,2,6.6,2.16,32.6,65
26,66,18,68,13437,3,6.95,1.55,30.0,56
42,79,27,70,12148,3,6.59,2.0,31.7,49
26,79,18,58,11478,6,6.78,1.6,32.0,59
41,41,36,77,12843,0,6.74,1.59,30.0,57
32,74,33,53,16289,4,6.5,1.7,32.9,47
40,67,21,79,9502,4,6.47,1.83,28.4,64
35,78,18,79,14371,0,7.33,1.99,31.4,56
47,50,18,80,18994,3,6.6,1.47,36.0,51
26,41,27,83,10758,6,6.12,1.53,29.5,60
45,66,39,49,13804,1,7.09,1.59,29.9,57
43,55,25,50,7633,2,6.91,1.13,27.5,59
28,67,26,52,10312,6,7.06,1.41,30.3,50
44,78,21,86,12399,0,6.56,2.18,30.4,54
29,79,22,85,4000,3,7.08,2.2,24.1,66
46,55,38,57,9475,3,6.74,1.51,26.9,60
27,54,16,83,13161,4,6.3,1.57,29.0,60
53,47,16,69,7630,3,7.11,1.17,25.2,70
38,64,37,42,11186,2,6.78,1.38,29.2,64
23,68,37,83,15856,8,6.71,2.23,32.5,54
38,60,26,87,10716,3,7.31,1.95,30.1,66
50,57,28,53,18459,3,7.0,1.28,34.9,50
28,73,34,82,9784,5,6.57,2.25,27.4,61
54,42,22,66,7731,2,7.02,1.13,23.7,69
40,56,25,86,10420,4,6.72,1.83,27.4,57
47,73,29,84,8796,0,6.87,2.2,29.1,51
36,57,30,77,15968,2,6.41,1.78,33.5,65
22,71,31,74,9749,8,6.61,2.0,29.5,51
32,66,34,45,11404,6,6.43,1.41,28.8,64
43,53,31,42,13948,4,6.42,1.05,31.6,51
52,52,29,54,12455,2,6.42,1.22,31.5,49
51,61,30,52,8275,0,6.46,1.38,27.7,62
33,46,34,55,10189,6,6.34,1.22,29.6,55
33,43,20,62,16266,3,6.94,1.03,33.2,53
52,70,28,83,9890,3,6.44,2.1,29.6,60
31,72,36,72,19215,3,7.21,2.08,33.2,60
45,73,37,72,11524,4,6.49,2.12,28.4,67
51,44,28,51,13930,3,7.02,1.0,34.8,54
34,43,27,86,22695,5,6.61,1.62,36.8,47
25,59,33,43,16388,6,7.11,1.22,32.4,68
43,40,21,74,14626,0,6.62,1.22,30.5,61
40,50,37,76,17413,4,6.74,1.76,33.2,43
25,55,38,60,11659,5,6.53,1.57,30.1,71
18,56,34,71,8559,8,6.76,1.72,27.9,53
36,65,15,84,11794,2,7.21,1.78,29.2,59
21,64,39,51,14405,6,6.85,1.59,32.3,61
44,59,27,76,18319,0,6.56,1.74,33.7,49
30,61,16,41,6771,4,6.16,0.9,24.6,63
35,59,30,48,14314,4,6.74,1.26,31.4,61
22,54,34,61,10551,8,6.29,1.49,29.2,48
35,64,37,61,12972,3,6.4,1.74,30.9,56
38,79,35,49,10512,2,6.38,1.76,28.6,57
18,55,21,63,12616,9,6.56,1.3,30.0,56
38,78,32,47,4948,4,6.86,1.64,25.7,70
44,76,26,66,16717,4,6.2,1.85,33.7,54
49,57,29,81,11038,0,6.87,1.83,28.1,61
37,61,15,65,4917,4,6.32,1.34,23.4,70
18,72,18,77,7262,11,6.95,1.83,27.0,59
37,43,23,57,9277,3,6.52,1.0,29.4,65
47,40,22,51,11104,4,6.92,0.8,29.2,54
21,63,17,87,8288,8,6.18,1.83,27.8,47
35,46,36,66,6165,0,7.01,1.47,25.5,51
24,50,15,75,13716,7,6.67,1.32,31.0,59
33,55,18,85,13230,7,6.55,1.66,32.2,51
35,53,16,77,11680,2,6.45,1.43,32.2,54
50,77,26,56,11683,0,6.13,1.68,28.6,62
45,48,36,63,15815,3,6.49,1.45,31.4,56
53,46,39,47,14226,2,6.46,1.17,30.6,58
35,59,33,57,14981,0,6.78,1.49,31.6,58
44,67,28,51,10897,4,6.63,1.43,28.1,61
40,56,37,54,6604,2,6.92,1.45,25.4,61
51,51,30,56,5494,0,6.88,1.26,25.6,56
28,74,21,43,13078,6,6.75,1.28,29.7,54
54,77,37,53,14681,4,6.61,1.83,32.7,55
23,69,19,75,10136,11,6.08,1.76,29.6,67
39,57,27,60,11721,1,6.67,1.4,31.6,53
51,79,38,61,12234,2,6.27,2.04,31.0,61
50,51,26,88,13920,0,6.41,1.8,33.1,59
48,71,32,78,6563,3,7.15,2.1,26.7,64
51,66,28,64,6734,4,6.1,1.66,26.7,61
28,71,35,69,11621,6,6.35,1.99,30.8,51
49,48,30,85,12729,2,6.41,1.76,31.5,53
27,58,30,72,17203,6,6.7,1.7,33.4,64
23,65,32,78,5775,9,6.34,1.99,26.4,69
37,60,29,63,12729,2,6.08,1.55,31.5,61
44,76,28,86,13346,3,6.91,2.27,29.8,56
30,49,20,87,13605,4,6.7,1.62,31.0,52
22,57,39,49,10655,6,6.7,1.41,30.4,60
19,54,31,87,10765,9,6.59,1.93,28.5,53
44,55,16,42,13898,1,6.63,0.8,33.2,56
19,49,22,49,8768,10,6.65,0.94,27.7,63
34,69,38,80,9468,7,6.8,2.21,28.7,60
40,78,19,55,12974,2,6.82,1.55,31.7,59
28,59,21,79,14429,4,7.03,1.68,29.9,62
52,76,21,58,21240,0,5.88,1.6,36.9,57
41,61,18,50,6936,1,6.38,1.11,27.4,72
33,58,35,50,12179,7,6.49,1.38,29.9,57
24,42,38,80,13323,11,6.64,1.7,31.4,69
28,43,31,58,7156,6,6.4,1.17,26.3,66
53,68,15,86,4633,3,7.02,1.87,24.8,60
25,68,15,46,11281,7,6.38,1.11,29.3,60
44,72,18,55,12540,2,6.59,1.41,30.5,53
44,67,37,57,11120,4,6.25,1.72,29.0,65
24,62,27,82,19830,10,7.0,1.91,35.0,59
20,52,23,73,7449,6,6.73,1.47,28.7,56
23,45,21,74,9035,11,6.48,1.32,28.4,59
35,64,33,70,12442,4,6.66,1.83,31.8,61
18,77,20,47,9715,8,6.26,1.4,29.7,53
20,71,17,88,12328,11,6.44,2.0,30.0,56
20,58,24,80,11503,11,6.41,1.74,31.5,47
38,70,16,78,15006,2,6.6,1.78,32.7,57
19,77,37,40,13895,6,6.76,1.59,32.7,55
26,74,36,65,10615,6,6.48,1.99,30.2,56
28,51,16,57,10066,3,7.16,1.01,29.3,54
28,77,35,63,17932,3,6.38,1.99,35.8,54
31,65,39,84,19754,6,7.06,2.23,36.5,45
48,62,30,68,12406,1,6.59,1.7,29.0,57
18,74,19,75,9222,7,6.75,1.85,28.3,61
38,76,30,52,10467,3,6.37,1.66,26.2,58
35,58,34,43,10605,0,6.82,1.22,30.8,50
36,79,23,56,15868,4,6.76,1.66,32.5,54
25,77,30,58,4415,4,6.75,1.8,25.5,65
22,46,25,82,11513,6,7.15,1.57,31.2,63
28,43,22,77,6728,4,6.67,1.36,25.0,66
36,76,30,44,9366,1,6.54,1.51,29.8,56
18,52,20,73,5558,10,6.61,1.41,24.4,54
18,70,31,87,6311,11,6.62,2.23,24.8,66
36,66,34,46,6320,3,6.43,1.43,27.3,55
29,62,30,79,11368,5,7.07,1.91,28.4,61
50,74,25,56,8835,4,7.12,1.6,26.6,58
43,69,34,46,10757,1,6.71,1.49,31.3,59
30,47,19,78,17095,5,6.42,1.4,33.3,55
38,72,34,60,13070,0,6.62,1.81,30.6,59
18,78,35,62,9739,7,6.69,1.99,27.9,63
29,53,28,87,8563,5,6.28,1.85,27.4,56
49,45,33,54,11651,1,6.32,1.17,26.9,71
34,78,20,69,16430,4,6.84,1.83,32.8,48
42,54,22,83,10651,4,6.05,1.68,27.6,62
52,77,24,52,12271,1,6.74,1.57,31.8,60
54,79,30,52,19571,4,6.78,1.72,37.1,49
43,76,29,63,13159,3,6.78,1.85,32.8,56
29,58,22,80,14289,3,6.47,1.7,31.7,55
30,63,17,46,14231,3,6.46,1.05,31.1,60
37,78,26,71,11062,3,6.98,1.99,27.6,65
47,52,37,75,7086,3,6.55,1.78,26.3,66
46,58,15,42,13426,2,6.82,0.84,29.5,59
49,73,34,54,10680,3,6.51,1.72,27.1,69
50,46,34,72,16831,1,6.86,1.55,35.6,52
23,63,18,82,11508,10,6.57,1.76,32.5,59
32,54,22,57,14326,6,6.61,1.19,33.3,52
21,40,27,43,10406,9,6.92,0.75,30.5,51
48,78,15,69,9037,3,6.79,1.74,28.2,66
32,62,34,66,12286,3,6.57,1.74,30.3,67
50,60,18,84,21799,2,6.54,1.74,35.6,55
37,57,28,82,13068,1,6.58,1.83,32.4,56
50,52,31,48,8776,3,6.7,1.15,28.3,65
35,79,19,46,19932,3,6.51,1.4,34.5,50
27,56,16,51,16404,3,6.87,1.0,34.9,48
20,75,30,48,13151,11,6.68,1.57,32.9,49
51,42,24,50,8907,0,7.08,0.86,28.2,58
42,60,29,89,11440,0,7.23,2.04,28.7,55
45,58,19,76,11996,3,6.34,1.57,30.2,52
38,45,27,60,15932,1,6.57,1.17,32.4,49
32,68,36,81,15759,5,6.68,2.18,32.4,60
21,64,25,72,8241,9,7.0,1.72,23.6,67
44,66,16,68,6742,2,6.58,1.51,26.9,55
53,46,34,87,16805,4,6.72,1.83,32.2,55
47,56,22,40,20775,0,6.81,0.9,37.3,51
28,60,37,89,7677,3,6.5,2.2,26.8,58
42,67,30,89,9811,4,6.9,2.2,28.4,62
47,44,25,42,13782,1,6.41,0.77,30.2,63
52,60,26,80,5243,0,6.38,1.81,24.8,56
45,58,16,63,14956,0,6.94,1.26,32.2,57
47,69,25,62,13678,3,6.66,1.62,31.0,61
30,40,37,80,10915,6,6.48,1.64,27.8,63
42,40,16,46,15861,1,6.56,0.6,35.1,56
23,46,30,76,15019,9,7.22,1.55,35.1,51
49,65,28,69,15486,4,6.64,1.74,33.0,56
27,72,32,59,6811,5,6.93,1.76,24.8,74
52,61,20,74,10743,0,7.06,1.6,30.1,54
37,68,38,56,11764,4,6.85,1.74,32.0,55
33,40,37,70,13153,3,6.9,1.45,28.6,62
24,70,16,64,11860,8,7.25,1.51,29.0,58
20,42,22,78,14256,8,6.88,1.36,34.0,50
45,40,20,56,17898,3,6.66,0.86,33.1,53
49,51,38,42,13673,2,7.57,1.15,31.7,69
21,74,23,43,13214,6,6.86,1.32,31.4,50
32,70,20,79,13232,6,6.87,1.87,29.4,66
36,65,22,77,8134,3,7.05,1.78,28.4,57
22,69,37,49,5865,11,6.55,1.6,25.8,53
47,40,36,63,14416,3,6.31,1.3,29.8,62
21,52,30,70,18889,7,6.27,1.55,35.1,53
48,79,27,57,17255,2,6.75,1.76,34.0,53
45,50,18,71,14574,4,6.94,1.3,31.9,60
40,56,38,57,10461,0,6.95,1.53,29.6,55
46,63,15,88,17337,1,6.89,1.81,32.7,56
47,75,16,61,12436,3,6.32,1.55,28.7,65
41,57,38,67,10203,0,6.26,1.74,28.2,69
